ID,year,host,country,temp,precipitation,elevation,gold,silver,bronze,population,GDP,participate,athletes,time
67,1998,0,Malta,59,89,253,0,0,0,0.377516,1.0091,0,0,6
67,2002,0,Malta,59,89,253,0,0,0,0.395969,1.085,0,0,7
67,2006,0,Malta,59,89,253,0,0,0,0.405308,1.5766,0,0,8
67,2010,0,Malta,59,89,253,0,0,0,0.414508,1.9695,0,0,9
67,2014,0,Malta,59,89,253,0,0,0,0.419455,1.5766,1,1,10
68,1980,0,Mexico ,70.3,7.6,5700,0,0,0,70.353013,0.2763,0,0,1
68,1984,0,Mexico ,70.3,7.6,5700,0,0,0,76.351106,0.23,1,1,2
68,1988,0,Mexico ,70.3,7.6,5700,0,0,0,82.635332,0.2216,1,12,3
68,1992,0,Mexico ,70.3,7.6,5700,0,0,0,89.757916,0.4051,1,20,4
68,1994,0,Mexico ,70.3,7.6,5700,0,0,0,93.541577,0.571,1,1,5
68,1998,0,Mexico ,70.3,7.6,5700,0,0,0,100.678867,0.5046,0,0,6
68,2002,0,Mexico ,70.3,7.6,5700,0,0,0,106.723661,0.7032,1,3,7
68,2006,0,Mexico ,70.3,7.6,5700,0,0,0,112.116694,0.8618,0,0,8
68,2010,0,Mexico ,70.3,7.6,5700,0,0,0,117.886404,0.8885,1,1,9
68,2014,0,Mexico ,70.3,7.6,5700,0,0,0,120.847477,0.8618,1,1,10
69,1980,0,Moldova ,33.6,36,430,0,0,0,3.397,,0,0,1
69,1984,0,Moldova ,33.6,36,430,0,0,0,3.536,,0,0,2
69,1988,0,Moldova ,33.6,36,430,0,0,0,3.659,,0,0,3
69,1992,0,Moldova ,33.6,36,430,0,0,0,3.709,0.0625,0,0,4
69,1994,0,Moldova ,33.6,36,430,0,0,0,3.694,0.0461,1,2,5
69,1998,0,Moldova ,33.6,36,430,0,0,0,3.652732,0.0449,1,2,6
69,2002,0,Moldova ,33.6,36,430,0,0,0,3.623062,0.0459,1,5,7
69,2006,0,Moldova ,33.6,36,430,0,0,0,3.585209,0.0951,1,7,8
69,2010,0,Moldova ,33.6,36,430,0,0,0,3.562045,0.1632,1,7,9
69,2014,0,Moldova ,33.6,36,430,0,0,0,3.559519,0.0951,1,4,10
70,1980,0,Monaco ,54.1,82.7,140,0,0,0,0.026746,5.1527,0,0,1
70,1984,0,Monaco ,54.1,82.7,140,0,0,0,0.028514,3.6379,1,1,2
70,1988,0,Monaco ,54.1,82.7,140,0,0,0,0.029238,6.8427,1,4,3
70,1992,0,Monaco ,54.1,82.7,140,0,0,0,0.029864,9.1651,1,5,4
70,1994,0,Monaco ,54.1,82.7,140,0,0,0,0.030423,8.9416,1,5,5
70,1998,0,Monaco ,54.1,82.7,140,0,0,0,0.031517,9.3111,1,4,6
70,2002,0,Monaco ,54.1,82.7,140,0,0,0,0.032653,8.8996,1,5,7
70,2006,0,Monaco ,54.1,82.7,140,0,0,0,0.034369,13.5689,1,4,8
70,2010,0,Monaco ,54.1,82.7,140,0,0,0,0.036845,14.523,1,3,9
70,2014,0,Monaco ,54.1,82.7,140,0,0,0,0.037579,13.5689,1,5,10
71,1980,0,Mongolia ,3.9,1.1,4374,0,0,0,1.689621,,1,3,1
71,1984,0,Mongolia ,3.9,1.1,4374,0,0,0,1.871083,0.1122,1,4,2
71,1988,0,Mongolia ,3.9,1.1,4374,0,0,0,2.089721,0.1533,1,3,3
71,1992,0,Mongolia ,3.9,1.1,4374,0,0,0,2.243525,0.0587,1,4,4
71,1994,0,Mongolia ,3.9,1.1,4374,0,0,0,2.280519,0.0406,1,1,5
71,1998,0,Mongolia ,3.9,1.1,4374,0,0,0,2.355618,0.0477,1,3,6
71,2002,0,Mongolia ,3.9,1.1,4374,0,0,0,2.443231,0.0572,1,4,7
71,2006,0,Mongolia ,3.9,1.1,4374,0,0,0,2.559496,0.1334,1,2,8
71,2010,0,Mongolia ,3.9,1.1,4374,0,0,0,2.712738,0.2286,1,2,9
71,2014,0,Mongolia ,3.9,1.1,4374,0,0,0,2.796484,0.1334,1,2,10
72,1980,0,Montenegro ,49.1,192,2522,0,0,0,0.579088,,0,0,1
72,1984,0,Montenegro ,49.1,192,2522,0,0,0,0.591105,,0,0,2
72,1988,0,Montenegro ,49.1,192,2522,0,0,0,0.607814,,0,0,3
72,1992,0,Montenegro ,49.1,192,2522,0,0,0,0.61663,,0,0,4
72,1994,0,Montenegro ,49.1,192,2522,0,0,0,0.615521,,0,0,5
72,1998,0,Montenegro ,49.1,192,2522,0,0,0,0.611947,,0,0,6
72,2002,0,Montenegro ,49.1,192,2522,0,0,0,0.612325,0.2098,0,0,7
72,2006,0,Montenegro ,49.1,192,2522,0,0,0,0.616854,0.4371,0,0,8
72,2010,0,Montenegro ,49.1,192,2522,0,0,0,0.620078,0.6636,1,1,9
72,2014,0,Montenegro ,49.1,192,2522,0,0,0,0.621081,0.4371,1,2,10
73,1980,0,Morocco ,62.8,62.2,4165,0,0,0,19.798703,0.0943,0,0,1
73,1984,0,Morocco ,62.8,62.2,4165,0,0,0,21.776104,0.0581,1,4,2
73,1988,0,Morocco ,62.8,62.2,4165,0,0,0,23.73998,0.0927,1,3,3
73,1992,0,Morocco ,62.8,62.2,4165,0,0,0,25.569662,0.1103,1,12,4
73,1994,0,Morocco ,62.8,62.2,4165,0,0,0,26.421309,0.1138,0,0,5
73,1998,0,Morocco ,62.8,62.2,4165,0,0,0,28.013585,0.1415,0,0,6
73,2002,0,Morocco ,62.8,62.2,4165,0,0,0,29.311443,0.1363,0,0,7
73,2006,0,Morocco ,62.8,62.2,4165,0,0,0,30.395097,0.2128,0,0,8
73,2010,0,Morocco ,62.8,62.2,4165,0,0,0,31.64236,0.2823,1,1,9
73,2014,0,Morocco ,62.8,62.2,4165,0,0,0,32.521143,0.2128,1,2,10
74,1980,0,Nepal ,66.4,14.4,8850,0,0,0,14.384864,0.0135,0,0,1
74,1984,0,Nepal ,66.4,14.4,8850,0,0,0,15.778051,0.0164,0,0,2
74,1988,0,Nepal ,66.4,14.4,8850,0,0,0,17.273606,0.0202,0,0,3
74,1992,0,Nepal ,66.4,14.4,8850,0,0,0,19.050879,0.0179,0,0,4
74,1994,0,Nepal ,66.4,14.4,8850,0,0,0,20.065413,0.0203,0,0,5
74,1998,0,Nepal ,66.4,14.4,8850,0,0,0,22.175431,0.0219,0,0,6
74,2002,0,Nepal ,66.4,14.4,8850,0,0,0,24.102862,0.0251,1,1,7
74,2006,0,Nepal ,66.4,14.4,8850,0,0,0,25.634043,0.0353,1,1,8
74,2010,0,Nepal ,66.4,14.4,8850,0,0,0,26.846016,0.0596,1,1,9
74,2014,0,Nepal ,66.4,14.4,8850,0,0,0,27.474377,0.0353,1,1,10
75,1980,0,Netherlands ,42.4,66.6,862,1,2,1,14.1498,1.2775,1,29,1
75,1984,0,Netherlands ,42.4,66.6,862,0,0,0,14.424211,0.9242,1,13,2
75,1988,0,Netherlands ,42.4,66.6,862,3,2,2,14.760094,1.6437,1,23,3
75,1992,0,Netherlands ,42.4,66.6,862,1,1,2,15.184166,2.2142,1,19,4
75,1994,0,Netherlands ,42.4,66.6,862,0,1,3,15.382838,2.283,1,21,5
75,1998,0,Netherlands ,42.4,66.6,862,5,4,2,15.707209,2.5635,1,22,6
75,2002,0,Netherlands ,42.4,66.6,862,3,5,0,16.148929,2.7111,1,27,7
75,2006,0,Netherlands ,42.4,66.6,862,3,2,4,16.346101,4.1459,1,35,8
75,2010,0,Netherlands ,42.4,66.6,862,4,1,3,16.615394,4.6773,1,34,9
75,2014,0,Netherlands ,42.4,66.6,862,8,7,9,16.754962,4.1459,1,41,10
76,1980,0,Netherlands Antilles,,,,0,0,0,14.1498,1.2775,0,0,1
76,1984,0,Netherlands Antilles,,,,0,0,0,,0.9242,0,0,2
76,1988,0,Netherlands Antilles,,,,0,0,0,14.760094,1.6437,1,3,3
76,1992,0,Netherlands Antilles,,,,0,0,0,15.184166,2.2142,1,2,4
77,1980,0,New Zealand ,58.5,145.1,3754,0,0,0,3.1129,0.7401,1,5,1
77,1984,0,New Zealand ,58.5,145.1,3754,0,0,0,3.2271,0.6642,1,6,2
77,1988,0,New Zealand ,58.5,145.1,3754,0,0,0,3.2834,1.3635,1,11,3
77,1992,0,New Zealand ,58.5,145.1,3754,0,1,0,3.5317,1.1669,1,6,4
77,1994,0,New Zealand ,58.5,145.1,3754,0,0,0,3.62,1.5129,1,7,5
77,1998,0,New Zealand ,58.5,145.1,3754,0,0,0,3.815,1.4576,1,8,6
77,2002,0,New Zealand ,58.5,145.1,3754,0,0,0,3.9485,1.6715,1,10,7
77,2006,0,New Zealand ,58.5,145.1,3754,0,0,0,4.1846,2.636,1,18,8
77,2010,0,New Zealand ,58.5,145.1,3754,0,0,0,4.3678,3.2796,1,16,9
77,2014,0,New Zealand ,58.5,145.1,3754,0,0,0,4.4331,2.636,1,15,10
78,1980,0,North Korea ,30.6,12.2,2744,0,0,0,17.372172,,0,0,1
78,1984,0,North Korea ,30.6,12.2,2744,0,0,0,18.488002,,1,6,2
78,1988,0,North Korea ,30.6,12.2,2744,0,0,0,19.610518,,1,6,3
78,1992,0,North Korea ,30.6,12.2,2744,0,0,1,20.83809,,1,20,4
78,1994,0,North Korea ,30.6,12.2,2744,0,0,0,21.478552,,0,0,5
78,1998,0,North Korea ,30.6,12.2,2744,0,0,0,22.444993,,1,8,6
78,2002,0,North Korea ,30.6,12.2,2744,0,0,0,23.248059,,0,0,7
78,2006,0,North Korea ,30.6,12.2,2744,0,0,0,23.969917,,1,6,8
78,2010,0,North Korea ,30.6,12.2,2744,0,0,0,24.50052,,1,2,9
78,2014,0,North Korea ,30.6,12.2,2744,0,0,0,24.763188,,0,0,10
79,1980,0,Norway ,28.8,49,2469,1,3,6,4.08562,1.5595,1,63,1
79,1984,0,Norway ,28.8,49,2469,3,2,4,4.140099,1.4758,1,58,2
79,1988,0,Norway ,28.8,49,2469,0,3,2,4.209488,2.3769,1,89,3
79,1992,0,Norway ,28.8,49,2469,9,6,5,4.286401,2.9932,1,80,4
79,1994,1,Norway ,28.8,49,2469,10,11,5,4.336613,2.8713,1,88,5
79,1998,0,Norway ,28.8,49,2469,10,10,5,4.431464,3.4106,1,76,6
79,2002,0,Norway ,28.8,49,2469,13,5,7,4.538159,4.2292,1,77,7
79,2006,0,Norway ,28.8,49,2469,2,8,9,4.660677,7.296,1,81,8
79,2010,0,Norway ,28.8,49,2469,9,8,6,4.889252,8.6156,1,99,9
79,2014,0,Norway ,28.8,49,2469,11,5,10,5.018573,7.296,1,134,10
80,1980,0,Pakistan ,78.1,3.6,8611,0,0,0,79.984297,0.0296,0,0,1
80,1984,0,Pakistan ,78.1,3.6,8611,0,0,0,91.64316,0.034,0,0,2
80,1988,0,Pakistan ,78.1,3.6,8611,0,0,0,104.58347,0.0368,0,0,3
80,1992,0,Pakistan ,78.1,3.6,8611,0,0,0,117.291344,0.0415,0,0,4
80,1994,0,Pakistan ,78.1,3.6,8611,0,0,0,123.450933,0.042,0,0,5
80,1998,0,Pakistan ,78.1,3.6,8611,0,0,0,137.13929,0.0453,0,0,6
80,2002,0,Pakistan ,78.1,3.6,8611,0,0,0,149.693684,0.0483,0,0,7
80,2006,0,Pakistan ,78.1,3.6,8611,0,0,0,160.905794,0.0853,0,0,8
80,2010,0,Pakistan ,78.1,3.6,8611,0,0,0,173.149306,0.1025,1,1,9
80,2014,0,Pakistan ,78.1,3.6,8611,0,0,0,179.160111,0.0853,1,1,10
81,1980,0,Paraguay,73.8,39.4,842,0,0,0,3.198848,0.128,0,0,1
81,1984,0,Paraguay,73.8,39.4,842,0,0,0,3.597135,0.1131,0,0,2
81,1988,0,Paraguay,73.8,39.4,842,0,0,0,4.029203,0.1013,0,0,3
81,1992,0,Paraguay,73.8,39.4,842,0,0,0,4.470934,0.1601,0,0,4
81,1994,0,Paraguay,73.8,39.4,842,0,0,0,4.691695,0.1678,0,0,5
81,1998,0,Paraguay,73.8,39.4,842,0,0,0,5.130723,0.1759,0,0,6
81,2002,0,Paraguay,73.8,39.4,842,0,0,0,5.571371,0.1135,0,0,7
81,2006,0,Paraguay,73.8,39.4,842,0,0,0,6.014781,0.1773,0,0,8
81,2010,0,Paraguay,73.8,39.4,842,0,0,0,6.459721,0.3101,0,0,9
81,2014,0,Paraguay,73.8,39.4,842,0,0,0,6.687361,0.1773,1,1,10
82,1980,0,Peru ,65.7,0.3,6768,0,0,0,17.328542,0.1192,0,0,1
82,1984,0,Peru ,65.7,0.3,6768,0,0,0,19.081183,0.104,0,0,2
82,1988,0,Peru ,65.7,0.3,6768,0,0,0,20.875714,0.0593,0,0,3
82,1992,0,Peru ,65.7,0.3,6768,0,0,0,22.649612,0.1593,0,0,4
82,1994,0,Peru ,65.7,0.3,6768,0,0,0,23.511358,0.191,0,0,5
82,1998,0,Peru ,65.7,0.3,6768,0,0,0,25.206817,0.2251,0,0,6
82,2002,0,Peru ,65.7,0.3,6768,0,0,0,26.729909,0.2124,0,0,7
82,2006,0,Peru ,65.7,0.3,6768,0,0,0,28.030688,0.3298,0,0,8
82,2010,0,Peru ,65.7,0.3,6768,0,0,0,29.26283,0.5386,1,3,9
82,2014,0,Peru ,65.7,0.3,6768,0,0,0,29.9878,0.3298,1,3,10
83,1980,0,Phillippines,86.4,19,2954,0,0,0,47.398432,0.0685,0,0,1
83,1984,0,Phillippines,86.4,19,2954,0,0,0,52.872611,0.0594,0,0,2
83,1988,0,Phillippines,86.4,19,2954,0,0,0,58.867229,0.0644,1,1,3
83,1992,0,Phillippines,86.4,19,2954,0,0,0,64.996507,0.0815,1,1,4
83,1994,0,Phillippines,86.4,19,2954,0,0,0,68.050807,0.0942,0,0,5
83,1998,0,Phillippines,86.4,19,2954,0,0,0,74.393147,0.0971,0,0,6
83,2002,0,Phillippines,86.4,19,2954,0,0,0,80.953652,0.1005,0,0,7
83,2006,0,Phillippines,86.4,19,2954,0,0,0,87.366573,0.1399,0,0,8
83,2010,0,Phillippines,86.4,19,2954,0,0,0,93.444322,0.2136,0,0,9
83,2014,0,Phillippines,86.4,19,2954,0,0,0,96.706764,0.1399,1,1,10
84,1980,0,Poland ,32.2,21,2499,0,0,0,35.57415,,1,30,1
84,1984,0,Poland ,32.2,21,2499,0,0,0,36.904134,,1,30,2
84,1988,0,Poland ,32.2,21,2499,0,0,0,37.824487,0.182,1,33,3
84,1992,0,Poland ,32.2,21,2499,0,0,0,38.363667,0.2406,1,53,4
84,1994,0,Poland ,32.2,21,2499,0,0,0,38.542652,0.2813,1,28,5
84,1998,0,Poland ,32.2,21,2499,0,0,0,38.663481,0.4472,1,39,6
84,2002,0,Poland ,32.2,21,2499,0,1,1,38.230364,0.5184,1,27,7
84,2006,0,Poland ,32.2,21,2499,0,1,1,38.141267,0.8958,1,48,8
84,2010,0,Poland ,32.2,21,2499,1,3,2,38.183683,1.2302,1,50,9
84,2014,0,Poland ,32.2,21,2499,4,1,1,38.535873,0.8958,1,59,10
85,1980,0,Portugal ,58.6,99.9,2351,0,0,0,9.766312,0.3323,0,0,1
85,1984,0,Portugal ,58.6,99.9,2351,0,0,0,9.996232,0.2489,0,0,2
85,1988,0,Portugal ,58.6,99.9,2351,0,0,0,10.01961,0.5549,1,5,3
85,1992,0,Portugal ,58.6,99.9,2351,0,0,0,9.952494,1.0666,0,0,4
85,1994,0,Portugal ,58.6,99.9,2351,0,0,0,9.991525,0.9844,1,1,5
85,1998,0,Portugal ,58.6,99.9,2351,0,0,0,10.160196,1.2092,1,2,6
85,2002,0,Portugal ,58.6,99.9,2351,0,0,0,10.419631,1.2696,0,0,7
85,2006,0,Portugal ,58.6,99.9,2351,0,0,0,10.522288,1.9177,1,1,8
85,2010,0,Portugal ,58.6,99.9,2351,0,0,0,10.5731,2.1653,1,1,9
85,2014,0,Portugal ,58.6,99.9,2351,0,0,0,10.514844,1.9177,1,2,10
86,1980,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.206,0.4503,0,0,1
86,1984,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.34419,0.573,1,1,2
86,1988,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.473898,0.7536,1,10,3
86,1992,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.585176,0.9659,1,6,4
86,1994,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.649237,1.0877,1,5,5
86,1998,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.781101,1.4304,1,6,6
86,2002,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.823701,1.8732,1,2,7
86,2006,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.805214,2.2642,0,0,8
86,2010,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.721208,2.6106,0,0,9
86,2014,0,Puerto Rico,83.2,95.5,1338,0,0,0,3.667084,2.2642,0,0,10
87,1980,0,Romania ,34.7,40,2544,0,0,0,22.242653,,1,35,1
87,1984,0,Romania ,34.7,40,2544,0,0,0,22.65594,,1,19,2
87,1988,0,Romania ,34.7,40,2544,0,0,0,23.057662,0.1753,1,14,3
87,1992,0,Romania ,34.7,40,2544,0,0,0,22.794284,0.1101,1,23,4
87,1994,0,Romania ,34.7,40,2544,0,0,0,22.730211,0.1323,1,23,5
87,1998,0,Romania ,34.7,40,2544,0,0,0,22.507344,0.1871,1,16,6
87,2002,0,Romania ,34.7,40,2544,0,0,0,21.730496,0.2116,1,21,7
87,2006,0,Romania ,34.7,40,2544,0,0,0,21.19376,0.5789,1,25,8
87,2010,0,Romania ,34.7,40,2544,0,0,0,20.246871,0.8139,1,29,9
87,2014,0,Romania ,34.7,40,2544,0,0,0,20.076727,0.5789,1,24,10
88,1980,0,Russia ,25,52,5633,0,0,0,139.01,,0,0,1
88,1984,0,Russia ,25,52,5633,0,0,0,142.745,,0,0,2
88,1988,0,Russia ,25,52,5633,0,0,0,146.857,,0,0,3
88,1992,0,Russia ,25,52,5633,0,0,0,148.689,0.3095,0,0,4
88,1994,0,Russia ,25,52,5633,11,8,4,148.336,0.2663,1,113,5
88,1998,0,Russia ,25,52,5633,9,6,3,146.899,0.1844,1,122,6
88,2002,0,Russia ,25,52,5633,5,4,4,145.3,0.2375,1,151,7
88,2006,0,Russia ,25,52,5633,8,6,8,142.5,0.6947,1,178,8
88,2010,0,Russia ,25,52,5633,3,5,7,142.389,1.071,1,177,9
88,2014,1,Russia ,25,52,5633,13,11,9,143.533,0.6947,1,226,10
89,1980,0,San Marino ,45.5,59,755,0,0,0,0.021397,,0,0,1
89,1984,0,San Marino ,45.5,59,755,0,0,0,0.022514,,1,3,2
89,1988,0,San Marino ,45.5,59,755,0,0,0,0.023571,,1,5,3
89,1992,0,San Marino ,45.5,59,755,0,0,0,0.024766,,1,3,4
89,1994,0,San Marino ,45.5,59,755,0,0,0,0.025402,,1,3,5
89,1998,0,San Marino ,45.5,59,755,0,0,0,0.026321,,0,0,6
89,2002,0,San Marino ,45.5,59,755,0,0,0,0.028064,3.1355,1,1,7
89,2006,0,San Marino ,45.5,59,755,0,0,0,0.03013,4.8758,1,1,8
89,2010,0,San Marino ,45.5,59,755,0,0,0,0.030861,,1,1,9
89,2014,0,San Marino ,45.5,59,755,0,0,0,0.031247,4.8758,1,2,10
90,1980,0,Senegal ,77,2.1,581,0,0,0,5.568908,0.0629,0,0,1
90,1984,0,Senegal ,77,2.1,581,0,0,0,6.246065,0.0433,1,1,2
90,1988,0,Senegal ,77,2.1,581,0,0,0,7.062329,0.0706,0,0,3
90,1992,0,Senegal ,77,2.1,581,0,0,0,7.990968,0.0751,1,2,4
90,1994,0,Senegal ,77,2.1,581,0,0,0,8.475766,0.0457,1,1,5
90,1998,0,Senegal ,77,2.1,581,0,0,0,9.387783,0.0536,0,0,6
90,2002,0,Senegal ,77,2.1,581,0,0,0,10.39005,0.0513,0,0,7
90,2006,0,Senegal ,77,2.1,581,0,0,0,11.582925,0.0808,1,1,8
90,2010,0,Senegal ,77,2.1,581,0,0,0,12.950564,0.0999,1,1,9
90,2014,0,Senegal ,77,2.1,581,0,0,0,13.726021,0.0808,0,0,10
91,1980,0,Serbia ,40.3,46.9,2169,0,0,0,0,,0,0,1
91,1984,0,Serbia ,40.3,46.9,2169,0,0,0,0,,0,0,2
91,1988,0,Serbia ,40.3,46.9,2169,0,0,0,0,,0,0,3
91,1992,0,Serbia ,40.3,46.9,2169,0,0,0,7.646424,,0,0,4
91,1994,0,Serbia ,40.3,46.9,2169,0,0,0,7.734639,,0,0,5
91,1998,0,Serbia ,40.3,46.9,2169,0,0,0,7.567745,0.2141,0,0,6
91,2002,0,Serbia ,40.3,46.9,2169,0,0,0,7.500031,0.2014,0,0,7
91,2006,0,Serbia ,40.3,46.9,2169,0,0,0,7.411569,0.3943,0,0,8
91,2010,0,Serbia ,40.3,46.9,2169,0,0,0,7.291436,0.5073,1,10,9
91,2014,0,Serbia ,40.3,46.9,2169,0,0,0,7.223887,0.3943,1,8,10
92,1980,0,Serbia and Montenegro,,,,0,0,0,0,,0,0,1
92,1984,0,Serbia and Montenegro,,,,0,0,0,0,,0,0,2
92,1988,0,Serbia and Montenegro,,,,0,0,0,0,,0,0,3
92,1992,0,Serbia and Montenegro,,,,0,0,0,7.646424,,0,0,4
92,1994,0,Serbia and Montenegro,,,,0,0,0,7.734639,,0,0,5
92,1998,0,Serbia and Montenegro,,,,0,0,0,7.567745,0.2141,0,0,6
92,2002,0,Serbia and Montenegro,,,,0,0,0,7.500031,0.2014,0,0,7
92,2006,,Serbia and Montenegro,,,,0,0,0,7.411569,0.3943,1,6,8
93,1980,0,Slovakia ,36.9,39,2655,0,0,0,4.979815,,0,0,1
93,1984,0,Slovakia ,36.9,39,2655,0,0,0,5.127097,0.1122,0,0,2
93,1988,0,Slovakia ,36.9,39,2655,0,0,0,5.250596,0.1919,0,0,3
93,1992,0,Slovakia ,36.9,39,2655,0,0,0,5.305016,0.269,0,0,4
93,1994,0,Slovakia ,36.9,39,2655,0,0,0,5.346331,0.3686,1,42,5
93,1998,0,Slovakia ,36.9,39,2655,0,0,0,5.390516,0.5431,1,37,6
93,2002,0,Slovakia ,36.9,39,2655,0,0,0,5.376912,0.6442,1,49,7
93,2006,0,Slovakia ,36.9,39,2655,0,1,0,5.373054,1.2842,1,62,8
93,2010,0,Slovakia ,36.9,39,2655,1,1,1,5.391428,1.6151,1,73,9
93,2014,0,Slovakia ,36.9,39,2655,1,0,0,5.407579,1.2842,1,62,10
94,1980,0,Slovenia ,37.4,71,2864,0,0,0,1.901315,,0,0,1
94,1984,0,Slovenia ,37.4,71,2864,0,0,0,1.932154,,0,0,2
94,1988,0,Slovenia ,37.4,71,2864,0,0,0,1.995196,,0,0,3
94,1992,0,Slovenia ,37.4,71,2864,0,0,0,1.996498,0.6272,1,27,4
94,1994,0,Slovenia ,37.4,71,2864,0,0,3,1.989443,0.7231,1,22,5
94,1998,0,Slovenia ,37.4,71,2864,0,0,0,1.981629,1.0974,1,34,6
94,2002,0,Slovenia ,37.4,71,2864,0,0,1,1.99453,1.16,1,40,7
94,2006,0,Slovenia ,37.4,71,2864,0,0,0,2.006868,1.9406,1,42,8
94,2010,0,Slovenia ,37.4,71,2864,0,2,1,2.048583,2.2898,1,50,9
94,2014,0,Slovenia ,37.4,71,2864,2,2,4,2.057159,1.9406,1,66,10
95,1980,0,South Africa ,62.1,4,3408,0,0,0,27.576,0.2921,0,0,1
95,1984,0,South Africa ,62.1,4,3408,0,0,0,30.505361,0.2792,0,0,2
95,1988,0,South Africa ,62.1,4,3408,0,0,0,33.728498,0.3399,0,0,3
95,1992,0,South Africa ,62.1,4,3408,0,0,0,36.690739,0.3557,0,0,4
95,1994,0,South Africa ,62.1,4,3408,0,0,0,38.283223,0.3547,1,2,5
95,1998,0,South Africa ,62.1,4,3408,0,0,0,41.899683,0.3205,1,2,6
95,2002,0,South Africa ,62.1,4,3408,0,0,0,45.808736,0.2425,1,1,7
95,2006,0,South Africa ,62.1,4,3408,0,0,0,48.269753,0.5407,1,3,8
95,2010,0,South Africa ,62.1,4,3408,0,0,0,50.895698,0.7137,1,2,9
95,2014,0,South Africa ,62.1,4,3408,0,0,0,52.274945,0.5407,0,0,10
96,1980,0,South Korea ,34.7,20.8,1950,0,0,0,38.123775,0.1674,1,10,1
96,1984,0,South Korea ,34.7,20.8,1950,0,0,0,40.405956,0.2307,1,15,2
96,1988,0,South Korea ,34.7,20.8,1950,0,0,0,42.031247,0.446,1,33,3
96,1992,0,South Korea ,34.7,20.8,1950,2,1,1,43.747962,0.7541,1,23,4
96,1994,0,South Korea ,34.7,20.8,1950,4,1,1,44.64154,0.9485,1,21,5
96,1998,0,South Korea ,34.7,20.8,1950,3,1,2,46.286503,0.7463,1,37,6
96,2002,0,South Korea ,34.7,20.8,1950,2,2,0,47.622179,1.2094,1,48,7
96,2006,0,South Korea ,34.7,20.8,1950,6,3,2,48.371946,1.9676,1,40,8
96,2010,0,South Korea ,34.7,20.8,1950,6,6,2,49.410366,2.054,1,46,9
96,2014,0,South Korea ,34.7,20.8,1950,3,3,2,50.004441,1.9676,1,71,10
97,1980,0,Soviet Union,,,,10,6,6,4.701961,,1,86,1
97,1984,0,Soviet Union,,,,6,10,9,5.315479,,1,99,2
97,1988,0,Soviet Union,,,,11,9,9,5.738763,,1,119,3
98,1980,0,Spain ,49.5,37,3718,0,0,0,37.439035,0.6031,1,8,1
98,1984,0,Spain ,49.5,37,3718,0,0,0,38.278575,0.4361,1,13,2
98,1988,0,Spain ,49.5,37,3718,0,0,0,38.715849,0.9425,1,13,3
98,1992,0,Spain ,49.5,37,3718,0,0,1,39.067745,1.5666,1,17,4
98,1994,0,Spain ,49.5,37,3718,0,0,0,39.294967,1.3098,1,13,5
98,1998,0,Spain ,49.5,37,3718,0,0,0,39.721108,1.5122,1,12,6
98,2002,0,Spain ,49.5,37,3718,0,0,0,41.431558,1.6565,1,7,7
98,2006,0,Spain ,49.5,37,3718,0,0,0,44.397319,2.7847,1,16,8
98,2010,0,Spain ,49.5,37,3718,0,0,0,46.576897,2.9732,1,18,9
98,2014,0,Spain ,49.5,37,3718,0,0,0,46.761264,2.7847,1,20,10
99,1980,0,Swaziland,61.9,15.9,1862,0,0,0,0.603373,0.0898,0,0,1
99,1984,0,Swaziland,61.9,15.9,1862,0,0,0,0.680253,0.0727,0,0,2
99,1988,0,Swaziland,61.9,15.9,1862,0,0,0,0.80135,0.0864,0,0,3
99,1992,0,Swaziland,61.9,15.9,1862,0,0,0,0.907947,0.1415,1,1,4
99,1994,0,Swaziland,61.9,15.9,1862,0,0,0,0.944223,0.1503,0,0,5
99,1998,0,Swaziland,61.9,15.9,1862,0,0,0,1.028694,0.1533,0,0,6
99,2002,0,Swaziland,61.9,15.9,1862,0,0,0,1.082183,0.1131,0,0,7
99,2006,0,Swaziland,61.9,15.9,1862,0,0,0,1.118253,0.2636,0,0,8
99,2010,0,Swaziland,61.9,15.9,1862,0,0,0,1.193148,0.3094,0,0,9
99,2014,0,Swaziland,61.9,15.9,1862,0,0,0,1.230985,0.2636,0,0,10
100,1980,0,Sweden ,30.7,39,2111,3,0,1,8.310531,1.6221,1,61,1
100,1984,0,Sweden ,30.7,39,2111,4,2,2,8.336605,1.2428,1,60,2
100,1988,0,Sweden ,30.7,39,2111,4,0,2,8.436489,2.3277,1,91,3
100,1992,0,Sweden ,30.7,39,2111,1,0,3,8.668067,3.112,1,73,4
100,1994,0,Sweden ,30.7,39,2111,2,1,0,8.780745,2.4775,1,84,5
100,1998,0,Sweden ,30.7,39,2111,0,2,1,8.850974,2.8779,1,99,6
100,2002,0,Sweden ,30.7,39,2111,0,2,5,8.924958,2.8119,1,102,7
100,2006,0,Sweden ,30.7,39,2111,7,2,5,9.080505,4.3949,1,112,8
